nct,status,start_date,phases,sponsor,sponsor_class,intervention_names,intervention_other_names,n_sites,countries,has_us_or_eu_site,fetched_date
NCT06343376,TERMINATED,2024-11-26,PHASE1,Roswell Park Cancer Institute,OTHER,Biopsy|Biospecimen Collection|Bone Marrow Aspiration|Bone Marrow Biopsy|Computed Tomography|Cyclophosphamide|Echocardiography|EGFRt/19-28z/IL-12 CAR T-lymphocytes|Fludarabine Phosphate|Leukapheresis|Multigated Acquisition Scan|Positron Emission Tomography,"BIOPSY_TYPE;Bx|Biological Sample Collection;Biospecimen Collected;Specimen Collection||Biopsy of Bone Marrow;Biopsy, Bone Marrow|CAT;CAT Scan;Computed Axial Tomography;Computerized Axial Tomography;Computerized axial tomography (procedure);Computerized Tomography;Computerized Tomography (CT) scan;CT;CT Scan;tomography|(-)-Cyclophosphamide;2H-1,3,2-Oxazaphosphorine, 2-[bis(2-chloroethyl)amino]tetrahydro-, 2-oxide, monohydrate;Asta B 518;B-518;Carloxan;Ciclofosfamida;Ciclofosfamide;Cicloxal;Clafen;Claphene;CP monohydrate;CTX;CYCLO-cell;Cycloblastin;Cycloblastine;Cyclophospham;Cyclophosphamid monohydrate;Cyclophosphamide Monohydrate;Cyclophosphamidum;Cyclophosphan;Cyclophosphane;Cyclophosphanum;Cyclostin;Cyclostine;Cytophosphan;Cytophosphane;Cytoxan;Fosfaseron;Genoxal;Genuxal;Ledoxina;Mitoxan;Neosar;Revimmune;Syklofosfamid;WR- 138719;WR-138719|EC||2-F-ara-AMP;9H-Purin-6-amine, 2-fluoro-9-(5-O-phosphono-.beta.-D-arabinofuranosyl)-;Beneflur;Fludara;SH T 586|Leukocytopheresis;Therapeutic Leukopheresis|Blood Pool Scan;Equilibrium Radionuclide Angiography;Gated Blood Pool Imaging;Gated Heart Pool Scan;MUGA;MUGA Scan;Multi-Gated Acquisition Scan;Radionuclide Ventriculogram Scan;Radionuclide Ventriculography;RNVG;SYMA Scanning;Synchronized Multigated Acquisition Scanning|Medical Imaging, Positron Emission Tomography;PET;PET Scan;Positron emission tomography (procedure);Positron Emission Tomography Scan;Positron-Emission Tomography;proton magnetic resonance spectroscopic imaging;PT",1,United States,True,2026-09-07
NCT06280378,RECRUITING,2024-04-05,PHASE1|PHASE2,"Kanglin Biotechnology (Hangzhou) Co., Ltd.",INDUSTRY,KL003 Cell Injection Drug Product,,2,China,False,2026-09-07
NCT06297408,UNKNOWN,2024-03,PHASE1,"Shanghai Ming Ju Biotechnology Co., Ltd.",INDUSTRY,Relma-cel,"if necessary can add other anti-SLE treatment such as corticosteroids, immunosuppressants, biologics",0,,False,2026-09-07
NCT06348797,RECRUITING,2025-04-03,PHASE1,Sichuan University,OTHER,α-PD-L1/4-1BB DLL3 CAR-T (BHP01),Bridge radiotherapy,1,China,False,2026-09-07
NCT06285825,RECRUITING,2024-07-05,PHASE2,M.D. Anderson Cancer Center,OTHER,Emapalumab,,1,United States,True,2026-09-07
NCT06272149,RECRUITING,2023-03-01,EARLY_PHASE1,"Xinhua Hospital, Shanghai Jiao Tong University School of Medicine",OTHER,VGN-R08b,,1,China,False,2026-09-07
NCT06277011,UNKNOWN,2023-02-10,EARLY_PHASE1,Anhui Provincial Hospital,OTHER_GOV,Metabolically Armed CD19 CAR-T cells,Meta10-19,1,China,False,2026-09-07
NCT06247501,RECRUITING,2024-01-19,PHASE2,Seoul National University Hospital,OTHER,SNUH-CD19-CAR-T,,1,South Korea,False,2026-09-07
NCT06300476,ACTIVE_NOT_RECRUITING,2023-11-20,PHASE1|PHASE2,West China Hospital,OTHER,JWK006,,1,China,False,2026-09-07
NCT06326463,RECRUITING,2024-10-16,PHASE1,St. Jude Children's Research Hospital,OTHER,Fludarabine|Cyclophosphamide|CD70-CAR T cell infusion (Autologous)|Mesna,Fludara|Cytoxan||Mesnex,1,United States,True,2026-09-07
NCT06333509,NOT_YET_RECRUITING,2024-04-15,PHASE1|PHASE2,"CARsgen Therapeutics Co., Ltd.",INDUSTRY,CT071,,0,,False,2026-09-07
NCT06319963,RECRUITING,2024-08-08,PHASE1|PHASE2,Theravectys S.A.,INDUSTRY,Two IM injections Lenti-HPV-07|One IM injection Lenti-HPV-07,|,4,United States,True,2026-09-07
NCT06283212,ACTIVE_NOT_RECRUITING,2024-05-09,PHASE1|PHASE2,Encoded Therapeutics,INDUSTRY,ETX101,,3,United Kingdom,True,2026-09-07
NCT06236139,RECRUITING,2024-11-26,PHASE1|PHASE2,Fred Hutchinson Cancer Center,OTHER,Anti-STEAP1 CAR T-cells|Biopsy Procedure|Biospecimen Collection|Bone Scan|Computed Tomography|Cyclophosphamide|Echocardiography Test|Enzalutamide|Fludarabine|Leukapheresis|Magnetic Resonance Imaging|Multigated Acquisition Scan|Positron Emission Tomography,"Anti-STEAP1 CAR T Cells;Anti-STEAP1 CAR-T Cells;STEAP1 CAR-T Cells;STEAP1-targeting CAR T-cells|Biopsy;BIOPSY_TYPE;Bx|Biological Sample Collection;Biospecimen Collected;Specimen Collection;Sample Collection|Bone Scintigraphy|CAT;CAT Scan;Computed Axial Tomography;Computerized Axial Tomography;Computerized axial tomography (procedure);Computerized Tomography;CT;CT Scan;tomography|(-)-Cyclophosphamide;2H-1,3,2-Oxazaphosphorine, 2-[bis(2-chloroethyl)amino]tetrahydro-, 2-oxide, monohydrate;Asta B 518;B-518;Carloxan;Ciclofosfamida;Ciclofosfamide;Cicloxal;Clafen;Claphene;CP monohydrate;CTX;CYCLO-cell;Cycloblastin;Cycloblastine;Cyclophospham;Cyclophosphamid monohydrate;Cyclophosphamide Monohydrate;Cyclophosphamidum;Cyclophosphan;Cyclophosphane;Cyclophosphanum;Cyclostin;Cyclostine;Cytophosphan;Cytophosphane;Cytoxan;Fosfaseron;Genoxal;Genuxal;Ledoxina;Mitoxan;Neosar;Revimmune;Syklofosfamid;WR- 138719;WR-138719;Frindovyx|EC;Echocardiography|ASP9785;MDV3100;Xtandi|Fluradosa|Leukocytopheresis;Therapeutic Leukopheresis;Leukocyte Adsorptive Apheresis;White Blood Cell Reduction Apheresis|Magnetic Resonance;Magnetic resonance imaging (procedure);Magnetic Resonance Imaging Scan;Medical Imaging, Magnetic Resonance / Nuclear Magnetic Resonance;MR;MR Imaging;MRI;MRI Scan;MRIs;NMR Imaging;NMRI;Nuclear Magnetic Resonance Imaging;sMRI;Structural MRI|Blood Pool Scan;Equilibrium Radionuclide Angiography;Gated Blood Pool Imaging;Gated Heart Pool Scan;MUGA;MUGA Scan;Multi-Gated Acquisition Scan;Radionuclide Ventriculogram Scan;Radionuclide Ventriculography;RNVG;SYMA Scanning;Synchronized Multigated Acquisition Scanning;RNV Scan|Medical Imaging, Positron Emission Tomography;PET;PET Scan;Positron emission tomography (procedure);Positron Emission Tomography Scan;Positron-Emission Tomography;proton magnetic resonance spectroscopic imaging;PT",1,United States,True,2026-09-07
NCT06325709,RECRUITING,2024-04-17,PHASE1|PHASE2,National Institute of Allergy and Infectious Diseases (NIAID),NIH,Campath|Sirolimus|Base-edited hematopoietic stem and progenitor cells|Busulfan|Palifermin|Filgrastim|Plerixafor,||||||,1,United States,True,2026-09-07
NCT06241950,TERMINATED,2024-01-29,PHASE1,"Sarepta Therapeutics, Inc.",INDUSTRY,delandistrogene moxeparvovec|imlifidase,SRP-9001;delandistrogene moxeparvovec-rokl;ELEVIDYS|Idefirix,1,Spain,True,2026-09-07
NCT06347718,RECRUITING,2023-07-17,PHASE1|PHASE2,Miltenyi Biomedicine GmbH,INDUSTRY,anti-CD19 CAR T cell therapy,,1,Germany,True,2026-09-07
NCT06340750,RECRUITING,2025-04-01,PHASE1,Luminary Therapeutics,INDUSTRY,LMY-920,BAFF CAR T,1,United States,True,2026-09-07
NCT06298266,NOT_YET_RECRUITING,2024-03-29,EARLY_PHASE1,Guangdong Second Provincial General Hospital,OTHER,infusion of GPRC5D-CD19 CAR T injection,,1,China,False,2026-09-07
NCT06291961,COMPLETED,2024-04-18,PHASE1,"CorrectSequence Therapeutics Co., Ltd",INDUSTRY,CS-101 injection,,3,China,False,2026-09-07
NCT06237296,COMPLETED,2024-01-23,PHASE1,"Sanofi Pasteur, a Sanofi Company",INDUSTRY,RSV/hMPV mRNA LNP 1|RSV/hMPV mRNA LNP 2|RSV mRNA LNP 1|hMPV mRNA LNP 1,|||,17,Australia|United States,True,2026-09-07
NCT06333249,ACTIVE_NOT_RECRUITING,2021-04-13,PHASE2,Beacon Therapeutics,INDUSTRY,rAAV2tYF-GRK1-RPGR,,6,United States,True,2026-09-07
NCT06245915,ACTIVE_NOT_RECRUITING,2024-02-26,PHASE1|PHASE2,"Arsenal Biosciences, Inc.",INDUSTRY,AB-2100,Integrated Circuit T cells,9,United States,True,2026-09-07
NCT06271252,RECRUITING,2024-04-03,PHASE1,"OriCell Therapeutics Co., Ltd.",INDUSTRY,OriCAR-017,,1,United States,True,2026-09-07
NCT06222853,ACTIVE_NOT_RECRUITING,2024-02-10,PHASE1,The Children's Hospital of Zhejiang University School of Medicine,OTHER,anti-CD19-CAR-T cells,,1,China,False,2026-09-07
NCT06231368,ACTIVE_NOT_RECRUITING,2024-02-04,PHASE1,"Institute of Hematology & Blood Diseases Hospital, China",OTHER,CNCT19 CAR-T cell therapy,,1,China,False,2026-09-07
NCT06248697,RECRUITING,2023-01-01,EARLY_PHASE1,"Shanghai Cell Therapy Group Co.,Ltd",INDUSTRY,αPD1/CTLA4-MSLN-CAR T cells,,1,China,False,2026-09-07
NCT06285279,RECRUITING,2024-03-04,PHASE1,Nanjing University School of Medicine,OTHER,FKC289,,1,China,False,2026-09-07
NCT06316791,RECRUITING,2021-12-14,EARLY_PHASE1,Juventas Cell Therapy Ltd.,INDUSTRY,single dose of CNCT19,,1,China,False,2026-09-07
NCT06328777,RECRUITING,2024-07-02,PHASE2|PHASE3,Cabaletta Bio,INDUSTRY,CABA-201|CABA-201,Rese-cel;Resecabtagene autoleucel|Rese-cel;Resecabtagene autoleucel,10,United States,True,2026-09-07
NCT06328764,ENROLLING_BY_INVITATION,2024-03-19,EARLY_PHASE1,"CorrectSequence Therapeutics Co., Ltd",INDUSTRY,CS-101,,1,China,False,2026-09-07
NCT06305299,RECRUITING,2024-07-29,PHASE1,UNC Lineberger Comprehensive Cancer Center,OTHER,iC9-CAR.B7-H3 T cells|Cyclophosphamide|Fludarabine,iC9-CAR.B7-H3 T|Cycloblastin;Endoxan;Neosar;Procytox;Revimmune|Fludara;Fludarabine Phosphate,1,United States,True,2026-09-07
NCT06326008,RECRUITING,2026-03-15,PHASE1,Beijing GoBroad Hospital,OTHER,Donor-derived CD19 CAR Therapy Bridged Allo-HSCT and Sequential Donor-derived CD22 CAR Therapy,,1,China,False,2026-09-07
NCT06321289,RECRUITING,2024-03-20,PHASE1|PHASE2,Chinese PLA General Hospital,OTHER,Allogeneic CD19-STAR T cell|Fludarabine|Cyclophosphamide,Allogeneic CD19-targeting synthetic T-cell receptor antigen receptor T cells|Fludarabine Phosphate for Injection|Cyclophosphamide for Injection,2,China,False,2026-09-07
NCT06242834,ACTIVE_NOT_RECRUITING,2024-09-30,PHASE2,Northwestern University,OTHER,Biospecimen Collection|Computed Tomography|Echocardiography|Pembrolizumab|Positron Emission Tomography|Tazemetostat,"Biological Sample Collection;Biospecimen Collected;Specimen Collection|CAT;CAT Scan;Computed Axial Tomography;Computerized Axial Tomography;Computerized axial tomography (procedure);Computerized Tomography;CT;CT Scan;tomography|EC|BCD-201;Keytruda;Lambrolizumab;MK-3475;Pembrolizumab Biosimilar BCD-201;SCH 900475|Medical Imaging, Positron Emission Tomography;PET;PET Scan;Positron emission tomography (procedure);Positron Emission Tomography Scan;Positron-Emission Tomography;proton magnetic resonance spectroscopic imaging;PT|E7438;EPZ-6438;EPZ6438",2,United States,True,2026-09-07
NCT06310811,SUSPENDED,2024-03-07,NA,"Union Hospital, Tongji Medical College, Huazhong University of Science and Technology",OTHER,RD06-04 Cells injection,,1,China,False,2026-09-07
NCT06300723,UNKNOWN,2024-07-29,NA,Bioray Laboratories,INDUSTRY,BRL-101,Autologous hematopoietic stem and progenitor cells injection,1,China,False,2026-09-07
NCT06251544,NOT_YET_RECRUITING,2026-06,PHASE1,Baylor College of Medicine,OTHER,HTR2 T Cells|HTR2 T Cells,|,1,United States,True,2026-09-07
NCT06297226,RECRUITING,2024-03-21,PHASE2,"Juno Therapeutics, Inc., a Bristol-Myers Squibb Company",INDUSTRY,Arlocabtagene Autoleucel,"CC-95266,;GPRC5D CAR T cells;BMS-986393;Arlo-cel",52,Australia|Canada|Japan|United States,True,2026-09-07
NCT06251115,RECRUITING,2024-01-26,NA,"Shanghai General Hospital, Shanghai Jiao Tong University School of Medicine",OTHER,QY-1-T,,1,China,False,2026-09-07
NCT06340737,RECRUITING,2024-03-29,PHASE1,Stanford University,OTHER,CD22CART Infusion,,1,United States,True,2026-09-07
NCT06224738,UNKNOWN,2024-03-01,EARLY_PHASE1,First People's Hospital of Hangzhou,OTHER,human HER2-targeted CAR-M cells,anti-HER2 CAR-M cells,1,China,False,2026-09-07
NCT06308159,ACTIVE_NOT_RECRUITING,2024-05-11,PHASE1|PHASE2,Lantu Biopharma,INDUSTRY,Vebeglogene autotemcel,Beta-globin lentiviral vector transduced autologous HSPCs,2,China,False,2026-09-07
NCT06227026,RECRUITING,2024-02-20,PHASE1,University of Utah,OTHER,Anti-CD19 CAR-T cells,,1,United States,True,2026-09-07
NCT06253507,ENROLLING_BY_INVITATION,2024-06-25,PHASE1|PHASE2,National Institute of Allergy and Infectious Diseases (NIAID),NIH,Cryopreserved Autologous CD34+ cells transduced with pCCLCHIM-p47,,1,United States,True,2026-09-07
NCT06307600,RECRUITING,2024-03-15,EARLY_PHASE1,Anhui Provincial Hospital,OTHER_GOV,RD06-03 cell injection,RD06-03,2,China,False,2026-09-07
NCT06279026,RECRUITING,2024-04-01,NA,"PersonGen BioTherapeutics (Suzhou) Co., Ltd.",INDUSTRY,UTAA17 Injection,Chimeric antigen receptor modified T cell injections targeting BCMA,1,China,False,2026-09-07
NCT06256055,UNKNOWN,2024-03-05,PHASE1,UTC Therapeutics Inc.,INDUSTRY,UCMYM802 Injection,,1,China,False,2026-09-07
NCT06238908,RECRUITING,2024-01-17,EARLY_PHASE1,"Institute of Hematology & Blood Diseases Hospital, China",OTHER,NGGT003,,1,China,False,2026-09-07
NCT06267872,WITHDRAWN,2024-10-07,PHASE1,National Institute of Allergy and Infectious Diseases (NIAID),NIH,CD4BS CH505M5 Pr-NP1|CH505TF chTrimer|3M-052-AF (labeled as AP 60-702)|Aluminum Hydroxide Suspension (Alum)|ACU-026-001-1 (labeled as empty LNP),|||Alhydrogel|,6,South Africa|United States,True,2026-09-07
NCT06316427,RECRUITING,2024-03-22,PHASE1|PHASE2,Beijing GoBroad Hospital,OTHER,Autologous CD7 CAR T-cell|Prior-HSCT donor-derived CD7 CAR T-cell|New donor-derived CD7 CAR T-cell,||,4,China,False,2026-09-07
NCT06241456,RECRUITING,2024-01-05,PHASE1,Fate Therapeutics,INDUSTRY,FT825|Fludarabine|Cyclophosphamide|Bendamustine|Docetaxel|Cisplatin|Cetuximab,ONO-8250|FLUDARA|||||,14,United States,True,2026-09-07
NCT06298019,RECRUITING,2024-08-02,PHASE1,Stanford University,OTHER,KYV-101,,2,United States,True,2026-09-07
NCT06352281,RECRUITING,2024-02-01,PHASE1|PHASE2,920th Hospital of Joint Logistics Support Force of People's Liberation Army of China,OTHER,CAR-T cells,,1,China,False,2026-09-07
NCT06308978,RECRUITING,2024-03-28,PHASE1,Fate Therapeutics,INDUSTRY,FT819|Fludarabine|Cyclophosphamide|Bendamustine,|FLUDARA|CYTOXAN|,21,France|Sweden|United Kingdom|United States,True,2026-09-07
NCT06277427,RECRUITING,2024-02-05,NA,Lingli Dong,OTHER,PRG-1801 （CAR-T against BCMA）,,1,China,False,2026-09-07
NCT06293729,NOT_YET_RECRUITING,2024-06-01,EARLY_PHASE1,Suzhou Municipal Hospital,OTHER,NGGT006,,0,,False,2026-09-07
NCT06281847,NOT_YET_RECRUITING,2025-12,PHASE1|PHASE2,Advesya SAS,INDUSTRY,CCTx-001,,6,France|Germany|Spain|Sweden,True,2026-09-07
NCT06285422,ACTIVE_NOT_RECRUITING,2024-04-18,PHASE1,Sana Biotechnology,INDUSTRY,SC262,Cyclophosphamide;Fludarabine,3,United States,True,2026-09-07
NCT06347068,RECRUITING,2024-06-27,PHASE1,UNC Lineberger Comprehensive Cancer Center,OTHER,iC9-CAR.B7-H3 T Cell Therapy|cyclophosphamide|fludarabine,iC9-CAR.B7-H3 T cells|Cytoxan|Fludara;Fludarabine Phosphate,1,United States,True,2026-09-07
NCT06317662,RECRUITING,2025-06-05,PHASE2,National Cancer Institute (NCI),NIH,Asparaginase Erwinia chrysanthemi|Biospecimen Collection|Blinatumomab|Bone Marrow Aspiration|Calaspargase Pegol|Computed Tomography|Cyclophosphamide|Cytarabine|Daunorubicin|Dexamethasone|Doxorubicin|Echocardiography Test|FDG-Positron Emission Tomography|Leucovorin|Levoleucovorin|Lumbar Puncture|Magnetic Resonance Imaging|Mercaptopurine|Methotrexate|Methylprednisolone|Multigated Acquisition Scan|Prednisolone|Prednisone|Therapeutic Hydrocortisone|Thioguanine|Venetoclax|Vincristine,"Asparaginase Erwinia chrysanthemi (Recombinant)-rywn;Asparaginase Erwinia chrysanthemi, Recombinant-rywn;Asparaginase Erwinia chrysanthemi-rywn;Crisantaspase;Crisantaspase Biobetter JZP-458;Crisantaspasum;Enrylaze;Erwinase;Erwinaze;JZP 458;JZP-458;JZP458;PF743;RC-P JZP-458;Recombinant Asparaginase erwinia chrysanthemi JZP-458;Recombinant Crisantaspase JZP-458;Recombinant Erwinia asparaginase JZP-458;Rylaze|Biological Sample Collection;Biospecimen Collected;Sample Collection;Specimen Collection|AMG 103;AMG-103;AMG103;Anti-CD19 x Anti-CD3 Bispecific Monoclonal Antibody;Anti-CD19/Anti-CD3 Recombinant Bispecific Monoclonal Antibody MT103;Blincyto;MEDI 538;MEDI-538;MEDI538;MT 103;MT-103;MT103||Asparaginase (Escherichia coli Isoenzyme II), Conjugate with alpha-(((2,5-Dioxo-1-pyrrolidinyl)oxy)carbonyl)-omega-methoxypoly(oxy-1,2-ethanediyl);Asparlas;Calaspargase Pegol-mknl;EZN-2285;SC-PEG E. Coli L-Asparaginase;Succinimidyl Carbonate Monomethoxypolyethylene Glycol E. coli L-Asparaginase|CAT;CAT Scan;Computed Axial Tomography;Computerized Axial Tomography;Computerized axial tomography (procedure);Computerized Tomography;Computerized Tomography (CT) scan;CT;CT Scan;Diagnostic CAT Scan;Diagnostic CAT Scan Service Type;tomography|(-)-Cyclophosphamide;2H-1,3,2-Oxazaphosphorine, 2-[bis(2-chloroethyl)amino]tetrahydro-, 2-oxide, monohydrate;Asta B 518;B 518;B-518;B518;Carloxan;Ciclofosfamida;Ciclofosfamide;Cicloxal;Clafen;Claphene;CP monohydrate;CTX;CYCLO-cell;Cycloblastin;Cycloblastine;Cyclophospham;Cyclophosphamid monohydrate;Cyclophosphamide Monohydrate;Cyclophosphamidum;Cyclophosphan;Cyclophosphane;Cyclophosphanum;Cyclostin;Cyclostine;Cytophosphan;Cytophosphane;Cytoxan;Fosfaseron;Frindovyx;Genoxal;Genuxal;Ledoxina;Mitoxan;Neosar;Revimmune;Syklofosfamid;WR 138719;WR- 138719;WR-138719;WR138719|.beta.-Cytosine arabinoside;1-.beta.-D-Arabinofuranosyl-4-amino-2(1H)pyrimidinone;1-.beta.-D-Arabinofuranosylcytosine;1-Beta-D-arabinofuranosyl-4-amino-2(1H)pyrimidinone;1-Beta-D-arabinofuranosylcytosine;1.beta.-D-Arabinofuranosylcytosine;2(1H)-Pyrimidinone, 4-Amino-1-beta-D-arabinofuranosyl-;2(1H)-Pyrimidinone, 4-amino-1.beta.-D-arabinofuranosyl-;Alexan;Ara-C;ARA-cell;Arabine;Arabinofuranosylcytosine;Arabinosylcytosine;Aracytidine;Aracytin;Aracytine;Beta-Cytosine Arabinoside;CHX-3311;Cytarabinum;Cytarbel;Cytosar;Cytosine Arabinoside;Cytosine-.beta.-arabinoside;Cytosine-beta-arabinoside;Erpalfa;Starasid;Tarabine PFS;U 19920;U-19920;Udicil;WR-28453|Daunomycin;Daunorrubicina;DNR;Leukaemomycin C;Rubidomycin;Rubomycin C|Aacidexam;Adexone;Aknichthol Dexa;Alba-Dex;Alin;Alin Depot;Alin Oftalmico;Amplidermis;Anemul mono;Auricularum;Auxiloson;Baycadron;Baycuten;Baycuten N;Cortidexason;Cortisumman;Decacort;Decadrol;Decadron;Decadron DP;Decalix;Decameth;Decasone R.p.;Dectancyl;Dekacort;Deltafluorene;Deronil;Desamethasone;Desameton;Dexa-Mamallet;Dexa-Rhinosan;Dexa-Scheroson;Dexa-sine;Dexacortal;Dexacortin;Dexafarma;Dexafluorene;Dexalocal;Dexamecortin;Dexameth;Dexamethasone Intensol;Dexamethasonum;Dexamonozon;Dexapos;Dexinoral;Dexone;Dinormon;Dxevo;Fluorodelta;Fortecortin;Gammacorten;Hemady;Hexadecadrol;Hexadrol;LenaDex;Lokalison-F;Loverine;Methylfluorprednisolone;Millicorten;Mymethasone;Orgadrone;Spersadex;TaperDex;Visumetazone;ZoDex|Adriablastin;Hydroxydaunomycin;Hydroxyl Daunorubicin;Hydroxyldaunorubicin|EC;Echocardiography|FDG;FDG-PET;FDG-PET Imaging|Folinic acid|CL-307,782;Elvorine, Isovorin, Levofolene, Levorin;Isovorin;Khapzory;L-Leucovorin;Levofolinate;Levofolinic acid|LP;Spinal Tap|Magnetic Resonance;Magnetic Resonance Imaging (MRI);Magnetic resonance imaging (procedure);Magnetic Resonance Imaging Scan;Medical Imaging, Magnetic Resonance / Nuclear Magnetic Resonance;MR;MR Imaging;MRI;MRI Scan;MRIs;NMR Imaging;NMRI;Nuclear Magnetic Resonance Imaging;sMRI;Structural MRI|3H-Purine-6-thiol;6 MP;6 Thiohypoxanthine;6 Thiopurine;6-Mercaptopurine;6-Mercaptopurine Monohydrate;6-MP;6-Purinethiol;6-Thiopurine;6-Thioxopurine;6H-Purine-6-thione, 1,7-dihydro- (9CI);7-Mercapto-1,3,4,6-tetrazaindene;Alti-Mercaptopurine;Azathiopurine;Bw 57-323H;Flocofil;Ismipur;Leukerin;Leupurin;Mercaleukim;Mercaleukin;Mercaptina;Mercaptopurinum;Mercapurin;Mern;NCI-C04886;Puri-Nethol;Purimethol;Purine, 6-mercapto-;Purine-6-thiol (8CI);Purine-6-thiol, monohydrate;Purinethiol;Purinethol;U-4748;WR-2785|Abitrexate;Alpha-Methopterin;Amethopterin;Brimexate;CL 14377;CL-14377;Emtexate;Emthexat;Emthexate;Farmitrexat;Fauldexato;Folex;Folex PFS;Jylamvo;Lantarel;Ledertrexate;Lumexon;Maxtrex;Medsatrexate;Metex;Methoblastin;Methotrexate LPF;Methotrexate Methylaminopterin;Methotrexatum;Metotrexato;Metrotex;Mexate;Mexate-AQ;MTX;Novatrex;Rheumatrex;Texate;Tremetex;Trexeron;Trixilem;WR-19039|Adlone;Caberdelta M;DepMedalone;Depo Moderin;Depo-Nisolone;Duralone;Emmetipi;Esametone;Firmacort;Medlone 21;Medrate;Medrol;Medrol Veriderm;Medrone;Mega-Star;Meprolone;Methylprednisolonum;Metilbetasone Solubile;Metrocort;Metypresol;Metysolon;Predni-M-Tablinen;Prednilen;Radilem;Sieropresol;Solpredone;Summicort;Urbason;Veriderm Medrol;Wyacort|Blood Pool Scan;Equilibrium Radionuclide Angiography;Gated Blood Pool Imaging;Gated Heart Pool Scan;MUGA;MUGA Scan;Multi-Gated Acquisition Scan;Radionuclide Ventriculogram Scan;Radionuclide Ventriculography;RNV Scan;RNVG;SYMA Scanning;Synchronized Multigated Acquisition Scanning|(11beta)-11,17,21-Trihydroxypregna-1,4-diene-3,20-dione;.delta.1-Hydrocortisone;Adnisolone;Aprednislon;Capsoid;Cortalone;Cortisolone;Dacortin H;Decaprednil;Decortin H;Delta(1)Hydrocortisone;Delta- Cortef;Delta-Cortef;Delta-Diona;Delta-F;Delta-Phoricol;Delta1-dehydro-hydrocortisone;Deltacortril;Deltahydrocortisone;Deltasolone;Deltidrosol;Dhasolone;Di-Adreson-F;Dontisolon D;Estilsona;Fisopred;Frisolona;Gupisone;Hostacortin H;Hydeltra;Hydeltrasol;Klismacort;Kuhlprednon;Lenisolone;Lepi-Cortinolo;Linola-H N;Linola-H-Fett N;Longiprednil;Metacortandralone;Meti Derm;Meticortelone;Opredsone;Panafcortelone;Precortisyl;Pred-Clysma;Predeltilone;Predni-Coelin;Predni-Helvacort;Prednicortelone;Prednisolonum;Prelone;Prenilone;Sterane|.delta.1-Cortisone;1, 2-Dehydrocortisone;Adasone;Cortancyl;Dacortin;DeCortin;Decortisyl;Decorton;Delta 1-Cortisone;Delta-Dome;Deltacortene;Deltacortisone;Deltadehydrocortisone;Deltasone;Deltison;Deltra;Econosone;Lisacort;Meprosona-F;Metacortandracin;Meticorten;Ofisolona;Orasone;Panafcort;Panasol-S;Paracort;Perrigo Prednisone;PRED;Predicor;Predicorten;Prednicen-M;Prednicort;Prednidib;Prednilonga;Predniment;Prednisone Intensol;Prednisonum;Prednitone;Promifen;Rayos;Servisone;SK-Prednisone|Aeroseb-HC;Barseb HC;Barseb-HC;Cetacort;Cort-Dome;Cortef;Cortenema;Cortifan;Cortisol;Cortispray;Cortril;Dermacort;Domolene;Eldecort;Hautosone;Heb-Cort;Hydrocortisone;Hydrocortone;Hytone;Komed-HC;Nutracort;Proctocort;Rectoid|2-Amino 6MP;2-Amino-1,7-dihydro-6H-purine-6-thione;2-Amino-6-mercaptopurine;2-Amino-6-purinethiol;2-Aminopurin-6-thiol;2-Aminopurine-6(1H)-thione;2-Aminopurine-6-thiol;2-Aminopurine-6-thiol Hemihydrate;2-Mercapto-6-aminopurine;6-Amino-2-mercaptopurine;6-Mercapto-2-aminopurine;6-Mercaptoguanine;6-TG;6H-Purine-6-thione, 2-amino-1,7-dihydro- (9CI);BW 5071;Lanvis;Tabloid;Thioguanine Hemihydrate;Thioguanine Hydrate;Tioguanin;Tioguanine;Wellcome U3B;WR-1141;X 27|ABT 199;ABT-0199;ABT-199;ABT199;GDC 0199;GDC-0199;GDC0199;RG7601;Venclexta;Venclyxto|LCR;Leurocristine;VCR;Vincrystine",114,Puerto Rico|United States,True,2026-09-07
