nct,title,status,start_date,why,phase,enrollment,sponsor,sponsor_class,conditions,interventions,fetched_date,precision_medicine_match,in_study_halted_set,start_year,stratum,cell_n,has_reason,names_financial_cause,names_financial_or_business,denies_safety_cause,why_s,blocker,biz
NCT02792192,Safety and Pharmacology Study of Atezolizumab Alone and in Combination With Bacille Calmette-Guérin (BCG) in High-Risk Non-Muscle-Invasive Bladder Cancer (NMIBC) Participants,TERMINATED,2016-06-13,The study was terminated early as the study had met its goals of providing preliminary safety and efficacy information for atezolizumab monotherapy alone and in combination with BCG in NMIBC.,PHASE1|PHASE2,24,Hoffmann-La Roche,INDUSTRY,Bladder Cancer,Atezolizumab|Bacille Calmette-Guérin,2026-09-07,False,False,2016,phase 1/2 x 2015-2018,14,True,False,False,False,The study was terminated early as the study had met its goals of providing preliminary safety and efficacy information for atezolizumab monotherapy alone and in combination with BCG in NMIBC.,"Investigator, site or administrative",False
NCT03281369,A Study of Multiple Immunotherapy-Based Treatment Combinations in Patients With Locally Advanced Unresectable or Metastatic Gastric or Gastroesophageal Junction Cancer (G/GEJ) or Esophageal Cancer (Morpheus-Gastric and Esophageal Cancer),TERMINATED,2017-10-13,The study was closed because the sponsor decided not to continue the development of certain treatment combinations.,PHASE1|PHASE2,219,Hoffmann-La Roche,INDUSTRY,Gastric Adenocarcinoma or Gastroesophageal Junction Adenocarcinoma or Esophageal Carcinoma,5-Fluorouracil (5-FU)|Leucovorin|Oxaliplatin|Atezolizumab|Cobimetinib|Ramucirumab|Paclitaxel|PEGylated recombinant human hyaluronidase (PEGPH20)|BL-8040|Linagliptin|Atezolizumab|Cobimetinib|Cisplatin|Tiragolumab|5-Fluorouracil (5-FU),2026-09-07,False,False,2017,phase 1/2 x 2015-2018,14,True,False,False,False,The study was closed because the sponsor decided not to continue the development of certain treatment combinations.,"Funding, business or strategic decision",True
NCT02413827,A Study of Varlilumab (Anti-CD27) and Ipilimumab and CDX-1401 in Patients With Unresectable Stage III or IV Melanoma,TERMINATED,2015-04,Feasibility concerns due to changes in standard of care,PHASE1|PHASE2,9,Celldex Therapeutics,INDUSTRY,Unresectable Stage III or Stage IV Melanoma,"Combination of varlilumab and ipilimumab|Cohort A: varlilumab & ipilimumab; Cohort B: varlilumab, ipilimumab, CDX-1401 & poly-ICLC",2026-09-07,False,False,2015,phase 1/2 x 2015-2018,14,True,False,False,False,Feasibility concerns due to changes in standard of care,Recruitment or feasibility failure,False
NCT03339973,Allogeneic ABCB5-positive Stem Cells for Treatment of PAOD,TERMINATED,2018-03-05,Very slow recruitment of patients and the current COVID-19 pandemic situation.,PHASE1|PHASE2,24,RHEACELL GmbH & Co. KG,INDUSTRY,Peripheral Arterial Occlusive Disease,allo-APZ2-PAOD|Placebo,2026-09-07,False,False,2018,phase 1/2 x 2015-2018,14,True,False,False,False,Very slow recruitment of patients and the current COVID-19 pandemic situation.,Recruitment or feasibility failure,False
NCT02706899,Study of Vadastuximab Talirine (SGN-CD33A; 33A) in Combination With Azacitidine in Patients With Previously Untreated Higher Risk MDS,TERMINATED,2016-02,Sponsor decision based on portfolio prioritization,PHASE1|PHASE2,19,Seagen Inc.,INDUSTRY,Myelodysplastic Syndrome,vadastuximab talirine|Azacitidine|Placebo (for 33A),2026-09-07,False,False,2016,phase 1/2 x 2015-2018,14,True,False,True,False,Sponsor decision based on portfolio prioritization,"Funding, business or strategic decision",True
NCT03335254,A Phase 1/2a Study to Determine the Dose Response Pharmacokinetics of TSX-011 (Testosterone Undecanoate) in Hypogonadal Males,TERMINATED,2017-11-06,Incomplete effect,PHASE1|PHASE2,9,"TesoRx Pharma, LLC",INDUSTRY,"Hypogonadism|Hypogonadism, Male|Gonadal Disorders|Endocrine System Diseases|Testosterone Deficiency",TSX-011,2026-09-07,False,False,2017,phase 1/2 x 2015-2018,14,True,False,False,False,Incomplete effect,Efficacy failure or futility,False
NCT03013491,PROCLAIM-CX-072: A Trial to Find Safe and Active Doses of an Investigational Drug CX-072 for Patients With Solid Tumors or Lymphomas,TERMINATED,2017-01-19,Sponsor's decision,PHASE1|PHASE2,196,CytomX Therapeutics,INDUSTRY,Solid Tumor|Lymphoma,CX-072|ipilimumab|vemurafenib,2026-09-07,False,False,2017,phase 1/2 x 2015-2018,14,True,False,False,False,Sponsor's decision,"Funding, business or strategic decision",True
NCT03135262,A Study of Obinutuzumab in Combination With Idasanutlin and Venetoclax in Participants With Relapsed or Refractory (R/R) Follicular Lymphoma (FL) or Rituximab in Combination With Idasanutlin and Venetoclax in Participants With R/R Diffuse Large B-Cell Lymphoma (DLBCL),TERMINATED,2017-06-15,Sponsor's decision to terminate the study after Phase 1; will not proceed with Phase 2.,PHASE1|PHASE2,29,Hoffmann-La Roche,INDUSTRY,"Follicular Lymphoma|Lymphoma, Large B-Cell, Diffuse",Idasanutlin|Obinutuzumab|Venetoclax|Rituximab,2026-09-07,False,False,2017,phase 1/2 x 2015-2018,14,True,False,False,False,Sponsor's decision to terminate the study after Phase 1; will not proceed with Phase 2.,"Funding, business or strategic decision",True
NCT03055286,Clinical Study of CWP232291 in Acute Myeloid Leukemia Patients,TERMINATED,2017-02-06,business/strategic reason,PHASE1|PHASE2,15,JW Pharmaceutical,INDUSTRY,Acute Myeloid Leukemia,CWP232291,2026-09-07,False,False,2017,phase 1/2 x 2015-2018,14,True,False,True,False,business/strategic reason,"Funding, business or strategic decision",True
NCT02984085,Clinical Trial to Assess Safety and Efficacy of Autologous Cultured Epidermal Grafts Containing Epidermal Stem Cells Genetically Modified in Patients With RDEB.,TERMINATED,2017-01-30,Replaced by new study in progress,PHASE1|PHASE2,3,Holostem s.r.l.,INDUSTRY,Recessive Dystrophic Epidermolysis Bullosa,Genetically corrected cultured epidermal autograft (ATMP),2026-09-07,False,False,2017,phase 1/2 x 2015-2018,14,True,False,False,False,Replaced by new study in progress,Protocol redesign or replacement,False
NCT03387098,QUILT-3.070:Pancreatic Cancer Vaccine: Subjects With Pancreatic Cancer Who Have Progressed on or After Standard-of-care Therapy,TERMINATED,2017-12-28,Study halted prematurely and will not resume; participants are no longer being examined or receiving intervention,PHASE1|PHASE2,4,"ImmunityBio, Inc.",INDUSTRY,Pancreatic Cancer,Aldoxorubicin HCl|ALT-803|ETBX-011|GI-4000|haNK for infusion|avelumab|bevacizumab|Capecitabine|Cyclophosphamide|Fluorouracil|Leucovorin|nab-Paclitaxel|lovaza|Oxaliplatin|SBRT,2026-09-07,False,False,2017,phase 1/2 x 2015-2018,14,True,False,False,False,Study halted prematurely and will not resume; participants are no longer being examined or receiving intervention,Unclear,False
NCT02785068,Evaluation of MM-151 + Nal-IRI + 5-FU + Leucovorin in RAS/RAF Wild-type Metastatic Colorectal Cancer,WITHDRAWN,2016-07,,PHASE1|PHASE2,0,Merrimack Pharmaceuticals,INDUSTRY,Colorectal Cancer,MM-151|nal-IRI|Leucovorin|5-FU,2026-09-07,False,False,2016,phase 1/2 x 2015-2018,14,False,False,False,False,,No reason stated,False
NCT04032847,ATL001 in Patients With Advanced Unresectable or Metastatic NSCLC,TERMINATED,2019-07-08,Sponsor decision,PHASE1|PHASE2,27,Achilles Therapeutics UK Limited,INDUSTRY,Advanced Non Small Cell Lung Cancer,ATL001|Pembrolizumab,2026-09-07,False,False,2019,phase 1/2 x 2019-2021,13,True,False,False,False,Sponsor decision,"Funding, business or strategic decision",True
NCT04502069,Treatment of COVID-19 With Opaganib in Patients With Pneumonia Requiring Oxygen,WITHDRAWN,2020-08,To be replaced with a randomized placebo-controlled study.,PHASE1|PHASE2,0,RedHill Biopharma Limited,INDUSTRY,COVID-19|Lung Infection,Opaganib,2026-09-07,False,False,2020,phase 1/2 x 2019-2021,13,True,False,False,False,To be replaced with a randomized placebo-controlled study.,Protocol redesign or replacement,False
NCT06848556,Evaluate the Effect of Tirazamine on Primary Liver Cancer.,TERMINATED,2021-05-14,Company Operational Strategy Adjustment,PHASE1|PHASE2,16,"Zhejiang Raygene Pharmaceuticals Co., Ltd",INDUSTRY,Hepato Cellular Carcinoma (HCC),tirapazamine|Transarterial Embolization|TACE,2026-09-07,False,False,2021,phase 1/2 x 2019-2021,13,True,False,True,False,Company Operational Strategy Adjustment,"Funding, business or strategic decision",True
NCT04814875,A Study to Evaluate the Combination of ATX-101 and Platinum-based Chemotherapy,TERMINATED,2021-09-01,"For technical reasons, it was decided by the sponsor to close the ongoing ovarian cancer study, AM ATX101-03, immediately.",PHASE1|PHASE2,16,THERAPIM PTY LTD,INDUSTRY,"Ovarian Cancer|Fallopian Tube Cancer|Primary Peritoneal Carcinoma|High Grade Serious or Endometrioid Carcinoma of the Ovary, Fallopian Tube, or Primary Peritoneal Cancer",ATX-101 + Carboplatin + Pegylated liposomal doxorubicin (ACD),2026-09-07,False,False,2021,phase 1/2 x 2019-2021,13,True,False,False,False,"For technical reasons, it was decided by the sponsor to close the ongoing ovarian cancer study, AM ATX101-03, immediately.","Funding, business or strategic decision",True
NCT03997474,ATL001 in Patients With Metastatic or Recurrent Melanoma,TERMINATED,2019-08-15,Sponsor decision,PHASE1|PHASE2,13,Achilles Therapeutics UK Limited,INDUSTRY,Melanoma,ATL001|Checkpoint Inhibitor,2026-09-07,False,False,2019,phase 1/2 x 2019-2021,13,True,False,False,False,Sponsor decision,"Funding, business or strategic decision",True
NCT04607772,Study of Selinexor in Combination With Backbone Treatments or Novel Therapies In Participants With Relapsed or Refractory (RR) Diffuse Large B-Cell Lymphoma (DLBCL),WITHDRAWN,2020-11-18,Sponsor decision,PHASE1|PHASE2,0,Karyopharm Therapeutics Inc,INDUSTRY,Relapsed or Refractory Diffuse Large B-Cell Lymphoma,Selinexor|Rituximab|Bendamustine|Polatuzumab Vedotin|Ibrutinib|Lenalidomide|Tafasitamab|Venetoclax|Gemcitabine|Oxaliplatin,2026-09-07,False,False,2020,phase 1/2 x 2019-2021,13,True,False,False,False,Sponsor decision,"Funding, business or strategic decision",True
NCT04556617,PLX2853 in Combination With Abiraterone Acetate and Prednisone and in Combination With Olaparib in Subjects With Metastatic Castration-Resistant Prostate Cancer (mCRPC),TERMINATED,2020-09-21,study terminated due to business realignment,PHASE1|PHASE2,19,Opna Bio LLC,INDUSTRY,Metastatic Castration-resistant Prostate Cancer,PLX2853 20 mg|Olaparib|Abiraterone acetate|Prednisone|PLX2853 40 mg|PLX2853 80 mg,2026-09-07,False,False,2020,phase 1/2 x 2019-2021,13,True,False,True,False,study terminated due to business realignment,"Funding, business or strategic decision",True
NCT04203641,L-DOS47 Plus Doxorubicin in Advanced Pancreatic Cancer,TERMINATED,2019-12-11,The primary reason for early termination was budget constraint.,PHASE1|PHASE2,28,Helix BioPharma Corporation,INDUSTRY,Pancreas Cancer,L-DOS47|Doxorubicin,2026-09-07,False,False,2019,phase 1/2 x 2019-2021,13,True,True,True,False,The primary reason for early termination was budget constraint.,"Funding, business or strategic decision",True
NCT04568174,First in Human Study to Test the Safety and Preliminary Efficacy of PPSGG in Patients With Anti-MAG Neuropathy,TERMINATED,2020-11-17,Data don't support further development,PHASE1|PHASE2,1,Polyneuron Pharmaceuticals AG,INDUSTRY,Anti-MAG Neuropathy,PPSGG|Placebo,2026-09-07,False,False,2020,phase 1/2 x 2019-2021,13,True,False,False,False,Data don't support further development,Efficacy failure or futility,False
NCT04097821,Platform Study of Novel Ruxolitinib Combinations in Myelofibrosis Patients,TERMINATED,2019-09-26,Sponsor Decision,PHASE1|PHASE2,45,Novartis Pharmaceuticals,INDUSTRY,Myelofibrosis,Ruxolitinib|Siremadlin|Crizanlizumab|Sabatolimab|Rineterkib|NIS793,2026-09-07,False,False,2019,phase 1/2 x 2019-2021,13,True,False,False,False,Sponsor Decision,"Funding, business or strategic decision",True
NCT05109442,Study to Assess AFM24 in Combination With Atezolizumab in Selected Advanced/Metastatic EGFR-expressing Cancers,TERMINATED,2021-11-19,The trial was prematurely discontinued due to the financial situation of the sponsor and not for safety or efficacy reasons.,PHASE1|PHASE2,112,Affimed GmbH,INDUSTRY,Advanced Solid Tumor,AFM24|Atezolizumab 840 MG in 14 ML Injection,2026-09-07,False,False,2021,phase 1/2 x 2019-2021,13,True,True,True,True,The trial was prematurely discontinued due to the financial situation of the sponsor and not for safety or efficacy reasons.,"Funding, business or strategic decision",True
NCT04601077,The Evaluation of Nitric Oxide Generating Lozenges on Outcome in Newly Diagnosed COVID-19 Patient of African American and Hispanic Origin,TERMINATED,2020-11-01,The study stopped due to futility.,PHASE1|PHASE2,524,Nitric Oxide Innovations LLC,INDUSTRY,COVID-19,"Nitric Oxide lozenges, 30 mg|Placebo",2026-09-07,False,False,2020,phase 1/2 x 2019-2021,13,True,False,False,False,The study stopped due to futility.,Efficacy failure or futility,False
NCT04590781,Safety and Efficacy of XmAb18087 ± Pembrolizumab in Advanced Merkel Cell Carcinoma or Extensive-stage Small Cell Lung Cancer,TERMINATED,2021-05-10,The study has been terminated early by the sponsor due to business decision.,PHASE1|PHASE2,4,"Xencor, Inc.",INDUSTRY,Merkel Cell Carcinoma|Small Cell Lung Cancer,XmAb18087|XmAb18087 ± Pembrolizumab,2026-09-07,False,False,2021,phase 1/2 x 2019-2021,13,True,False,True,False,The study has been terminated early by the sponsor due to business decision.,"Funding, business or strategic decision",True
NCT04957290,A Study of NOX66 and External Beam Radiotherapy in Patients With Metastatic Castration-resistant Prostate Cancer and Other Solid Tumors,TERMINATED,2021-10-25,Slow Recruitment,PHASE1|PHASE2,21,Noxopharm Limited,INDUSTRY,Metastatic Castration-resistant Prostate Cancer and Other Solid Tumors,NOX66|NOX66|NOX66|NOX66|NOX66|EBRT,2026-09-07,False,False,2021,phase 1/2 x 2019-2021,13,True,False,False,False,Slow Recruitment,Recruitment or feasibility failure,False
NCT04617847,Open-label Extension Study to Evaluate the Safety and Tolerability of WVE-120101 in Patients With Huntington's Disease,TERMINATED,2020-04-13,Lack of efficacy,PHASE1|PHASE2,27,"Wave Life Sciences USA, Inc.",INDUSTRY,Huntington Disease,WVE-120101,2026-09-07,False,False,2020,phase 1/2 x 2019-2021,13,True,False,False,False,Lack of efficacy,Efficacy failure or futility,False
NCT04946864,"A Study to Investigate the Safety, Tolerability, of APG-2575 as a Single Agent or in Combination for Breast Cancer",SUSPENDED,2021-08-13,Company Decision,PHASE1|PHASE2,65,Ascentage Pharma Group Inc.,INDUSTRY,"Breast Cancer|Solid Tumor, Adult",APG-2575|Palbociclib,2026-09-07,False,False,2021,phase 1/2 x 2019-2021,13,True,False,False,False,Company Decision,"Funding, business or strategic decision",True
NCT03752099,To Evaluate Safety and Tolerability of VERU-111 in Men With Advanced Metastatic Castration Resistant Prostate Cancer,TERMINATED,2019-01-18,Administrative decision,PHASE1|PHASE2,80,Veru Inc.,INDUSTRY,Metastatic Castration Resistant Prostate Cancer,VERU-111,2026-09-07,False,False,2019,phase 1/2 x 2019-2021,13,True,False,False,False,Administrative decision,"Investigator, site or administrative",False
NCT06160609,Platform Sub-study of Belantamab Mafodotin (GSK2857916) in Combination With aOX40 (GSK3174998) in Participants With RRMM,TERMINATED,2019-10-07,The study was terminated due to lack of efficacy.,PHASE1|PHASE2,9,GlaxoSmithKline,INDUSTRY,Relapsed/Refractory Multiple Myeloma,Belantamab Mafodotin|GSK3174998,2026-09-07,False,False,2019,phase 1/2 x 2019-2021,13,True,False,False,False,The study was terminated due to lack of efficacy.,Efficacy failure or futility,False
NCT04493619,PLX2853 as a Single Agent in Advanced Gynecological Malignancies and in Combination With Carboplatin in Platinum-Resistant Epithelial Ovarian Cancer,TERMINATED,2020-08-11,study terminated due to business realignment,PHASE1|PHASE2,37,Opna Bio LLC,INDUSTRY,Gynecologic Neoplasms|Epithelial Ovarian Cancer,PLX2853|Carboplatin,2026-09-07,False,False,2020,phase 1/2 x 2019-2021,13,True,False,True,False,study terminated due to business realignment,"Funding, business or strategic decision",True
NCT03553914,PLM60 for Peripheral T Cell Lymphoma (PTCL),WITHDRAWN,2021-01,IND Inactive Status,PHASE1|PHASE2,0,"Conjupro Biotherapeutics, Inc.",INDUSTRY,Peripheral T Cell Lymphoma,PLM60,2026-09-07,False,False,2021,phase 1/2 x 2019-2021,13,True,False,False,False,IND Inactive Status,Regulatory or ethics hold,False
NCT04158700,A Study of LY3200882 and Pembrolizumab in Participants With Advanced Cancer,WITHDRAWN,2019-12-05,The withdrawal is due to a strategic realignment and is not related to any particular safety or efficacy concern.,PHASE1|PHASE2,0,Eli Lilly and Company,INDUSTRY,Advanced Cancer,LY3200882|Pembrolizumab,2026-09-07,False,False,2019,phase 1/2 x 2019-2021,13,True,False,True,True,The withdrawal is due to a strategic realignment and is not related to any particular safety or efficacy concern.,"Funding, business or strategic decision",True
